DATETIME,TANGARA_DD66,TANGARA_25CE,TANGARA_260A,TANGARA_4B1A,TANGARA_65F2,TANGARA_1282,TANGARA_14D6,TANGARA_1A1E,TANGARA_2492,TANGARA_2B42,TANGARA_2E9A,TANGARA_2FF6,TANGARA_307A,TANGARA_1712,TANGARA_48C6,TANGARA_F1AE,TANGARA_06BE
2023-05-04T19:19:30-05:00,11.0,7.0,11.0,10.0,11.0,9.0,10.0,10.0,4.0,4.0,4.0,5.0,22.0,9.0,3.0,17.0,7.0
2023-05-04T19:20:00-05:00,11.0,7.0,11.0,9.0,11.0,7.0,10.0,8.0,4.0,4.0,3.0,5.0,21.0,8.0,5.0,15.0,7.0
2023-05-04T19:20:30-05:00,11.0,7.0,12.0,10.0,11.0,8.0,10.0,8.0,4.0,4.0,4.0,5.0,18.0,9.0,5.0,19.0,7.0
2023-05-04T19:21:00-05:00,11.0,7.0,12.0,10.0,12.0,7.0,11.0,9.0,4.0,4.0,4.0,5.0,17.0,9.0,4.0,20.0,9.0
2023-05-04T19:21:30-05:00,11.0,7.0,11.0,10.0,11.0,8.0,12.0,8.0,5.0,3.0,3.0,6.0,,9.0,3.0,19.0,10.0
2023-05-04T19:22:00-05:00,11.0,7.0,11.0,10.0,11.0,8.0,12.0,8.0,4.0,3.0,4.0,6.0,15.0,9.0,4.0,19.0,8.0
2023-05-04T19:22:30-05:00,11.0,7.0,12.0,10.0,11.0,8.0,12.0,7.0,4.0,3.0,4.0,5.0,15.0,8.0,4.0,16.0,9.0
2023-05-04T19:23:00-05:00,11.0,8.0,11.0,9.0,10.0,8.0,12.0,6.0,4.0,3.0,4.0,5.0,14.0,8.0,4.0,19.0,9.0
2023-05-04T19:23:30-05:00,11.0,8.0,11.0,9.0,11.0,8.0,13.0,8.0,4.0,3.0,4.0,5.0,12.0,10.0,4.0,20.0,9.0
2023-05-04T19:24:00-05:00,11.0,7.0,11.0,9.0,11.0,8.0,14.0,7.0,4.0,3.0,4.0,5.0,12.0,9.0,5.0,20.0,8.0
2023-05-04T19:24:30-05:00,11.0,7.0,11.0,9.0,11.0,8.0,14.0,7.0,4.0,3.0,4.0,5.0,12.0,9.0,5.0,20.0,8.0
2023-05-04T19:25:00-05:00,11.0,7.0,10.0,9.0,11.0,7.0,13.0,6.0,4.0,3.0,4.0,5.0,11.0,9.0,3.0,18.0,8.0
2023-05-04T19:25:30-05:00,11.0,8.0,10.0,10.0,10.0,8.0,15.0,7.0,5.0,3.0,4.0,5.0,11.0,10.0,4.0,12.0,8.0
2023-05-04T19:26:00-05:00,11.0,8.0,11.0,10.0,10.0,7.0,15.0,7.0,4.0,3.0,4.0,5.0,10.0,11.0,3.0,12.0,8.0
2023-05-04T19:26:30-05:00,11.0,7.0,11.0,10.0,11.0,9.0,15.0,7.0,5.0,5.0,4.0,4.0,11.0,10.0,2.0,22.0,8.0
2023-05-04T19:27:00-05:00,11.0,7.0,10.0,9.0,10.0,8.0,13.0,8.0,5.0,5.0,4.0,5.0,10.0,10.0,3.0,18.0,7.0
2023-05-04T19:27:30-05:00,11.0,7.0,12.0,10.0,10.0,8.0,14.0,8.0,5.0,5.0,4.0,5.0,10.0,10.0,4.0,13.0,10.0
2023-05-04T19:28:00-05:00,11.0,7.0,11.0,10.0,11.0,8.0,14.0,9.0,5.0,5.0,4.0,5.0,10.0,10.0,4.0,20.0,8.0
2023-05-04T19:28:30-05:00,11.0,8.0,10.0,9.0,10.0,8.0,14.0,8.0,5.0,5.0,4.0,5.0,10.0,11.0,4.0,25.0,
2023-05-04T19:29:00-05:00,11.0,8.0,12.0,9.0,11.0,7.0,15.0,7.0,5.0,5.0,4.0,5.0,11.0,11.0,4.0,15.0,7.0
2023-05-04T19:29:30-05:00,11.0,8.0,12.0,10.0,12.0,7.0,14.0,9.0,5.0,5.0,3.0,6.0,11.0,11.0,5.0,24.0,7.0
2023-05-04T19:30:00-05:00,11.0,8.0,11.0,10.0,13.0,8.0,14.0,10.0,4.0,5.0,4.0,5.0,,10.0,3.0,15.0,8.0
2023-05-04T19:30:30-05:00,11.0,8.0,11.0,10.0,12.0,8.0,14.0,10.0,5.0,5.0,4.0,5.0,11.0,10.0,3.0,12.0,8.0
2023-05-04T19:31:00-05:00,11.0,8.0,12.0,11.0,12.0,8.0,14.0,9.0,5.0,5.0,4.0,5.0,11.0,11.0,4.0,20.0,
2023-05-04T19:31:30-05:00,11.0,8.0,12.0,10.0,11.0,7.0,14.0,10.0,5.0,4.0,4.0,5.0,,12.0,4.0,23.0,7.0
2023-05-04T19:32:00-05:00,11.0,8.0,11.0,10.0,11.0,8.0,15.0,8.0,4.0,4.0,4.0,5.0,10.0,12.0,3.0,25.0,
2023-05-04T19:32:30-05:00,11.0,8.0,12.0,10.0,11.0,9.0,14.0,9.0,4.0,4.0,4.0,5.0,10.0,10.0,5.0,16.0,8.0
2023-05-04T19:33:00-05:00,11.0,8.0,12.0,10.0,11.0,9.0,14.0,10.0,4.0,4.0,4.0,5.0,10.0,12.0,4.0,11.0,
2023-05-04T19:33:30-05:00,11.0,8.0,10.0,10.0,11.0,8.0,14.0,9.0,4.0,4.0,4.0,6.0,9.0,11.0,4.0,18.0,8.0
2023-05-04T19:34:00-05:00,11.0,8.0,10.0,10.0,10.0,8.0,14.0,10.0,4.0,4.0,3.0,5.0,9.0,12.0,4.0,12.0,7.0
2023-05-04T19:34:30-05:00,11.0,8.0,11.0,10.0,11.0,8.0,13.0,10.0,5.0,4.0,4.0,5.0,9.0,12.0,4.0,22.0,
2023-05-04T19:35:00-05:00,11.0,8.0,11.0,9.0,11.0,9.0,13.0,12.0,5.0,4.0,4.0,5.0,,11.0,3.0,21.0,8.0
2023-05-04T19:35:30-05:00,11.0,9.0,11.0,9.0,11.0,9.0,12.0,12.0,5.0,4.0,3.0,4.0,8.0,11.0,5.0,18.0,9.0
2023-05-04T19:36:00-05:00,11.0,9.0,11.0,10.0,10.0,9.0,13.0,11.0,5.0,4.0,3.0,5.0,9.0,12.0,2.0,16.0,8.0
2023-05-04T19:36:30-05:00,11.0,9.0,11.0,10.0,11.0,9.0,14.0,11.0,5.0,4.0,3.0,5.0,9.0,10.0,4.0,13.0,9.0
2023-05-04T19:37:00-05:00,11.0,10.0,10.0,10.0,11.0,9.0,13.0,10.0,6.0,4.0,4.0,5.0,10.0,11.0,4.0,10.0,8.0
2023-05-04T19:37:30-05:00,11.0,10.0,11.0,10.0,11.0,11.0,13.0,10.0,5.0,4.0,4.0,5.0,9.0,12.0,5.0,20.0,8.0
2023-05-04T19:38:00-05:00,11.0,10.0,11.0,10.0,9.0,11.0,13.0,10.0,5.0,4.0,3.0,5.0,10.0,11.0,4.0,11.0,
2023-05-04T19:38:30-05:00,11.0,9.0,11.0,9.0,11.0,11.0,13.0,11.0,5.0,4.0,4.0,5.0,9.0,11.0,5.0,8.0,
2023-05-04T19:39:00-05:00,11.0,8.0,10.0,9.0,11.0,11.0,12.0,11.0,5.0,4.0,4.0,5.0,,10.0,4.0,8.0,
2023-05-04T19:39:30-05:00,11.0,8.0,11.0,9.0,11.0,11.0,13.0,10.0,6.0,4.0,4.0,5.0,10.0,11.0,4.0,8.0,11.0
2023-05-04T19:40:00-05:00,11.0,8.0,11.0,9.0,10.0,13.0,12.0,11.0,6.0,4.0,4.0,5.0,10.0,12.0,4.0,8.0,9.0
2023-05-04T19:40:30-05:00,11.0,8.0,11.0,9.0,10.0,14.0,12.0,12.0,6.0,4.0,3.0,5.0,,12.0,6.0,9.0,8.0
2023-05-04T19:41:00-05:00,11.0,8.0,11.0,9.0,11.0,15.0,11.0,13.0,6.0,4.0,4.0,5.0,10.0,11.0,7.0,14.0,
2023-05-04T19:41:30-05:00,11.0,8.0,11.0,8.0,10.0,14.0,12.0,12.0,5.0,4.0,4.0,5.0,,12.0,7.0,17.0,7.0
2023-05-04T19:42:00-05:00,11.0,8.0,11.0,9.0,10.0,15.0,11.0,11.0,5.0,4.0,4.0,5.0,10.0,11.0,6.0,19.0,7.0
2023-05-04T19:42:30-05:00,11.0,8.0,11.0,9.0,10.0,16.0,11.0,10.0,6.0,4.0,5.0,5.0,9.0,12.0,7.0,16.0,7.0
2023-05-04T19:43:00-05:00,11.0,7.0,9.0,9.0,10.0,16.0,12.0,9.0,,4.0,4.0,5.0,9.0,12.0,7.0,18.0,7.0
2023-05-04T19:43:30-05:00,11.0,8.0,10.0,9.0,9.0,16.0,12.0,12.0,6.0,4.0,3.0,5.0,9.0,13.0,6.0,17.0,8.0
2023-05-04T19:44:00-05:00,11.0,8.0,11.0,9.0,10.0,17.0,12.0,11.0,5.0,4.0,4.0,5.0,10.0,12.0,4.0,13.0,7.0
2023-05-04T19:44:30-05:00,11.0,9.0,11.0,10.0,11.0,21.0,12.0,11.0,6.0,4.0,3.0,5.0,10.0,11.0,4.0,22.0,8.0
2023-05-04T19:45:00-05:00,11.0,9.0,10.0,9.0,11.0,21.0,10.0,11.0,6.0,4.0,4.0,5.0,10.0,11.0,5.0,16.0,7.0
2023-05-04T19:45:30-05:00,11.0,9.0,10.0,9.0,11.0,27.0,11.0,12.0,5.0,4.0,4.0,5.0,9.0,10.0,5.0,18.0,7.0
2023-05-04T19:46:00-05:00,11.0,8.0,10.0,9.0,11.0,26.0,11.0,12.0,6.0,4.0,4.0,5.0,9.0,10.0,7.0,10.0,7.0
2023-05-04T19:46:30-05:00,11.0,8.0,10.0,9.0,10.0,25.0,11.0,14.0,6.0,5.0,4.0,5.0,9.0,12.0,6.0,17.0,7.0
2023-05-04T19:47:00-05:00,11.0,9.0,10.0,9.0,11.0,27.0,11.0,14.0,5.0,5.0,4.0,5.0,8.0,16.0,8.0,10.0,7.0
2023-05-04T19:47:30-05:00,11.0,9.0,10.0,9.0,11.0,26.0,10.0,14.0,6.0,5.0,4.0,5.0,9.0,11.0,7.0,13.0,7.0
2023-05-04T19:48:00-05:00,11.0,8.0,12.0,9.0,10.0,26.0,9.0,15.0,6.0,5.0,4.0,5.0,10.0,10.0,8.0,11.0,8.0
2023-05-04T19:48:30-05:00,11.0,9.0,11.0,10.0,11.0,27.0,10.0,16.0,6.0,5.0,4.0,5.0,10.0,9.0,8.0,19.0,7.0
2023-05-04T19:49:00-05:00,11.0,8.0,10.0,9.0,10.0,26.0,10.0,16.0,6.0,5.0,4.0,5.0,9.0,11.0,9.0,19.0,7.0
2023-05-04T19:49:30-05:00,11.0,8.0,11.0,10.0,11.0,26.0,11.0,16.0,6.0,5.0,4.0,5.0,9.0,10.0,9.0,,7.0
2023-05-04T19:50:00-05:00,11.0,8.0,11.0,9.0,10.0,25.0,10.0,16.0,6.0,4.0,3.0,5.0,9.0,9.0,7.0,12.0,7.0
2023-05-04T19:50:30-05:00,11.0,8.0,10.0,9.0,11.0,25.0,11.0,,6.0,5.0,4.0,6.0,8.0,10.0,6.0,7.0,8.0
2023-05-04T19:51:00-05:00,11.0,8.0,10.0,9.0,10.0,27.0,10.0,16.0,7.0,5.0,5.0,6.0,8.0,9.0,7.0,6.0,7.0
2023-05-04T19:51:30-05:00,11.0,8.0,10.0,9.0,11.0,27.0,10.0,,7.0,5.0,5.0,5.0,9.0,9.0,6.0,8.0,8.0
2023-05-04T19:52:00-05:00,11.0,8.0,10.0,9.0,10.0,30.0,11.0,14.0,7.0,5.0,5.0,6.0,9.0,9.0,9.0,8.0,7.0
2023-05-04T19:52:30-05:00,11.0,8.0,10.0,10.0,11.0,30.0,10.0,13.0,7.0,5.0,4.0,6.0,8.0,10.0,8.0,9.0,7.0
2023-05-04T19:53:00-05:00,11.0,8.0,10.0,10.0,10.0,33.0,11.0,12.0,6.0,5.0,4.0,7.0,9.0,8.0,8.0,9.0,7.0
2023-05-04T19:53:30-05:00,11.0,9.0,11.0,10.0,10.0,33.0,10.0,13.0,6.0,5.0,4.0,6.0,9.0,10.0,7.0,8.0,7.0
2023-05-04T19:54:00-05:00,11.0,8.0,11.0,8.0,9.0,31.0,10.0,11.0,6.0,5.0,4.0,5.0,9.0,9.0,7.0,8.0,7.0
2023-05-04T19:54:30-05:00,11.0,8.0,9.0,8.0,10.0,34.0,11.0,13.0,6.0,5.0,4.0,6.0,9.0,9.0,7.0,8.0,8.0
2023-05-04T19:55:00-05:00,11.0,7.0,11.0,9.0,9.0,37.0,10.0,15.0,6.0,5.0,4.0,6.0,9.0,10.0,6.0,10.0,7.0
2023-05-04T19:55:30-05:00,11.0,8.0,9.0,8.0,11.0,36.0,11.0,16.0,6.0,5.0,5.0,7.0,9.0,8.0,6.0,9.0,8.0
2023-05-04T19:56:00-05:00,11.0,9.0,10.0,9.0,9.0,37.0,9.0,15.0,6.0,4.0,5.0,6.0,9.0,10.0,6.0,8.0,8.0
2023-05-04T19:56:30-05:00,11.0,9.0,10.0,8.0,10.0,35.0,10.0,15.0,6.0,4.0,5.0,6.0,9.0,9.0,5.0,8.0,7.0
2023-05-04T19:57:00-05:00,11.0,9.0,10.0,8.0,10.0,35.0,10.0,15.0,7.0,5.0,4.0,5.0,9.0,9.0,2.0,8.0,9.0
2023-05-04T19:57:30-05:00,11.0,8.0,10.0,9.0,9.0,35.0,10.0,15.0,6.0,5.0,4.0,6.0,9.0,11.0,4.0,10.0,8.0
2023-05-04T19:58:00-05:00,11.0,8.0,10.0,9.0,9.0,34.0,10.0,14.0,7.0,5.0,4.0,5.0,9.0,10.0,5.0,9.0,8.0
2023-05-04T19:58:30-05:00,11.0,8.0,10.0,9.0,10.0,32.0,10.0,14.0,6.0,5.0,4.0,6.0,9.0,10.0,8.0,8.0,9.0
2023-05-04T19:59:00-05:00,11.0,8.0,9.0,9.0,10.0,,,,,5.0,,6.0,8.0,10.0,,18.0,
2023-05-04T19:59:30-05:00,11.0,8.0,9.0,9.0,10.0,,,,,5.0,,6.0,9.0,9.0,,16.0,
2023-05-04T20:00:00-05:00,11.0,9.0,9.0,9.0,9.0,,,,,5.0,,6.0,9.0,10.0,,14.0,
2023-05-04T20:00:30-05:00,11.0,8.0,9.0,9.0,10.0,36.0,13.0,14.0,5.0,5.0,4.0,6.0,8.0,10.0,0.0,14.0,5.0
2023-05-04T20:01:00-05:00,11.0,10.0,10.0,8.0,9.0,37.0,10.0,15.0,7.0,5.0,4.0,6.0,9.0,10.0,0.0,9.0,7.0
2023-05-04T20:01:30-05:00,11.0,10.0,10.0,7.0,10.0,35.0,9.0,17.0,7.0,4.0,4.0,6.0,8.0,10.0,7.0,10.0,8.0
2023-05-04T20:02:00-05:00,11.0,10.0,10.0,8.0,10.0,34.0,9.0,15.0,6.0,4.0,4.0,6.0,9.0,10.0,9.0,11.0,9.0
2023-05-04T20:02:30-05:00,11.0,10.0,9.0,9.0,10.0,33.0,9.0,15.0,7.0,4.0,4.0,6.0,9.0,10.0,7.0,14.0,10.0
2023-05-04T20:03:00-05:00,11.0,9.0,10.0,8.0,10.0,32.0,9.0,15.0,8.0,4.0,4.0,7.0,9.0,9.0,5.0,11.0,10.0
2023-05-04T20:03:30-05:00,11.0,10.0,10.0,9.0,10.0,29.0,10.0,16.0,8.0,4.0,4.0,6.0,8.0,10.0,4.0,9.0,10.0
2023-05-04T20:04:00-05:00,11.0,10.0,10.0,8.0,10.0,28.0,9.0,15.0,7.0,4.0,4.0,6.0,8.0,10.0,5.0,12.0,10.0
2023-05-04T20:04:30-05:00,11.0,9.0,11.0,9.0,10.0,24.0,9.0,15.0,8.0,4.0,4.0,6.0,9.0,13.0,8.0,15.0,10.0
2023-05-04T20:05:00-05:00,11.0,9.0,11.0,9.0,10.0,22.0,10.0,14.0,9.0,4.0,3.0,7.0,9.0,11.0,8.0,16.0,11.0
2023-05-04T20:05:30-05:00,11.0,9.0,10.0,9.0,11.0,23.0,10.0,14.0,11.0,4.0,3.0,7.0,9.0,11.0,3.0,13.0,11.0
2023-05-04T20:06:00-05:00,11.0,9.0,10.0,9.0,10.0,21.0,9.0,14.0,8.0,4.0,3.0,7.0,8.0,12.0,7.0,10.0,12.0
2023-05-04T20:06:30-05:00,11.0,10.0,11.0,10.0,10.0,22.0,8.0,13.0,7.0,4.0,4.0,7.0,8.0,12.0,9.0,11.0,12.0
2023-05-04T20:07:00-05:00,11.0,10.0,10.0,9.0,11.0,21.0,9.0,14.0,6.0,4.0,4.0,7.0,9.0,12.0,11.0,13.0,12.0
2023-05-04T20:07:30-05:00,11.0,10.0,10.0,9.0,10.0,18.0,10.0,15.0,6.0,4.0,3.0,7.0,7.0,11.0,13.0,11.0,11.0
2023-05-04T20:08:00-05:00,11.0,9.0,10.0,10.0,11.0,19.0,9.0,14.0,6.0,4.0,4.0,8.0,8.0,11.0,11.0,11.0,12.0
2023-05-04T20:08:30-05:00,11.0,8.0,10.0,9.0,10.0,20.0,9.0,14.0,6.0,4.0,3.0,8.0,8.0,10.0,15.0,15.0,11.0
2023-05-04T20:09:00-05:00,11.0,9.0,9.0,9.0,10.0,20.0,9.0,14.0,5.0,4.0,3.0,7.0,7.0,10.0,13.0,13.0,11.0
2023-05-04T20:09:30-05:00,11.0,9.0,10.0,9.0,10.0,19.0,9.0,15.0,5.0,4.0,4.0,7.0,9.0,11.0,16.0,12.0,11.0
2023-05-04T20:10:00-05:00,11.0,8.0,10.0,9.0,9.0,19.0,9.0,14.0,5.0,4.0,4.0,7.0,9.0,10.0,13.0,13.0,11.0
2023-05-04T20:10:30-05:00,11.0,8.0,11.0,9.0,10.0,20.0,9.0,15.0,7.0,4.0,3.0,8.0,9.0,11.0,13.0,12.0,12.0
2023-05-04T20:11:00-05:00,11.0,8.0,10.0,9.0,10.0,22.0,9.0,15.0,6.0,4.0,3.0,8.0,8.0,11.0,14.0,16.0,11.0
2023-05-04T20:11:30-05:00,11.0,9.0,11.0,8.0,10.0,20.0,9.0,16.0,6.0,4.0,3.0,8.0,9.0,11.0,14.0,17.0,12.0
2023-05-04T20:12:00-05:00,11.0,8.0,9.0,10.0,11.0,22.0,9.0,17.0,7.0,4.0,5.0,8.0,8.0,11.0,13.0,16.0,12.0
2023-05-04T20:12:30-05:00,11.0,8.0,10.0,10.0,10.0,22.0,9.0,16.0,6.0,4.0,4.0,8.0,7.0,11.0,13.0,17.0,11.0
2023-05-04T20:13:00-05:00,11.0,8.0,11.0,8.0,10.0,20.0,9.0,15.0,6.0,4.0,4.0,8.0,8.0,12.0,13.0,24.0,12.0
2023-05-04T20:13:30-05:00,11.0,9.0,10.0,9.0,10.0,21.0,9.0,,6.0,4.0,4.0,8.0,8.0,10.0,9.0,21.0,12.0
2023-05-04T20:14:00-05:00,11.0,9.0,11.0,9.0,10.0,23.0,9.0,15.0,6.0,4.0,3.0,9.0,8.0,11.0,9.0,11.0,13.0
2023-05-04T20:14:30-05:00,11.0,9.0,10.0,10.0,10.0,24.0,8.0,,6.0,4.0,3.0,8.0,8.0,11.0,11.0,17.0,13.0
2023-05-04T20:15:00-05:00,11.0,9.0,10.0,9.0,10.0,25.0,8.0,,6.0,4.0,7.0,8.0,8.0,11.0,10.0,8.0,13.0
2023-05-04T20:15:30-05:00,11.0,9.0,10.0,9.0,11.0,26.0,8.0,,6.0,4.0,6.0,8.0,8.0,11.0,12.0,17.0,
2023-05-04T20:16:00-05:00,11.0,9.0,9.0,10.0,10.0,27.0,8.0,,6.0,4.0,4.0,8.0,8.0,10.0,10.0,11.0,
2023-05-04T20:16:30-05:00,11.0,10.0,10.0,9.0,11.0,30.0,9.0,13.0,6.0,4.0,4.0,8.0,8.0,10.0,10.0,6.0,12.0
2023-05-04T20:17:00-05:00,11.0,10.0,9.0,9.0,9.0,29.0,8.0,14.0,6.0,4.0,3.0,8.0,8.0,10.0,11.0,6.0,13.0
2023-05-04T20:17:30-05:00,11.0,10.0,9.0,9.0,10.0,32.0,8.0,12.0,6.0,4.0,4.0,9.0,9.0,11.0,12.0,6.0,13.0
2023-05-04T20:18:00-05:00,11.0,9.0,10.0,9.0,10.0,33.0,9.0,12.0,7.0,4.0,4.0,8.0,8.0,10.0,13.0,6.0,13.0
2023-05-04T20:18:30-05:00,11.0,8.0,10.0,10.0,10.0,33.0,8.0,13.0,7.0,4.0,4.0,9.0,8.0,10.0,13.0,6.0,13.0
2023-05-04T20:19:00-05:00,11.0,8.0,11.0,9.0,10.0,34.0,9.0,15.0,7.0,4.0,4.0,8.0,8.0,10.0,12.0,6.0,11.0
2023-05-04T20:19:30-05:00,11.0,8.0,10.0,9.0,10.0,34.0,9.0,13.0,8.0,4.0,3.0,8.0,8.0,10.0,12.0,8.0,11.0
2023-05-04T20:20:00-05:00,11.0,8.0,10.0,9.0,9.0,35.0,,14.0,8.0,4.0,4.0,8.0,9.0,11.0,8.0,7.0,11.0
2023-05-04T20:20:30-05:00,11.0,8.0,9.0,9.0,10.0,34.0,8.0,13.0,8.0,4.0,4.0,7.0,8.0,11.0,10.0,6.0,11.0
2023-05-04T20:21:00-05:00,11.0,9.0,9.0,9.0,9.0,33.0,8.0,11.0,7.0,4.0,4.0,7.0,9.0,12.0,12.0,5.0,11.0
2023-05-04T20:22:00-05:00,11.0,10.0,10.0,9.0,10.0,36.0,7.0,12.0,7.0,4.0,3.0,8.0,9.0,10.0,12.0,5.0,11.0
2023-05-04T20:22:30-05:00,11.0,10.0,10.0,10.0,10.0,33.0,,12.0,7.0,4.0,4.0,9.0,9.0,11.0,9.0,7.0,11.0
2023-05-04T20:23:00-05:00,11.0,10.0,10.0,9.0,10.0,31.0,7.0,13.0,9.0,4.0,4.0,10.0,9.0,11.0,14.0,6.0,11.0
2023-05-04T20:23:30-05:00,11.0,10.0,10.0,9.0,10.0,31.0,8.0,14.0,9.0,4.0,3.0,9.0,8.0,11.0,11.0,6.0,11.0
2023-05-04T20:24:00-05:00,11.0,12.0,10.0,9.0,11.0,33.0,7.0,12.0,9.0,4.0,4.0,10.0,9.0,10.0,10.0,5.0,11.0
2023-05-04T20:24:30-05:00,11.0,12.0,10.0,8.0,9.0,33.0,7.0,12.0,10.0,4.0,5.0,9.0,10.0,11.0,10.0,5.0,12.0
2023-05-04T20:25:00-05:00,11.0,11.0,10.0,8.0,10.0,34.0,7.0,12.0,10.0,4.0,4.0,8.0,9.0,11.0,11.0,5.0,12.0
2023-05-04T20:25:30-05:00,11.0,12.0,10.0,9.0,10.0,33.0,7.0,12.0,11.0,4.0,4.0,8.0,8.0,12.0,11.0,5.0,
2023-05-04T20:26:00-05:00,11.0,12.0,10.0,8.0,10.0,34.0,,12.0,10.0,4.0,3.0,7.0,9.0,11.0,15.0,6.0,12.0
2023-05-04T20:26:30-05:00,11.0,13.0,10.0,9.0,10.0,35.0,7.0,12.0,10.0,4.0,4.0,8.0,9.0,11.0,9.0,6.0,11.0
2023-05-04T20:27:00-05:00,11.0,13.0,11.0,9.0,11.0,35.0,,12.0,11.0,4.0,3.0,8.0,9.0,11.0,11.0,6.0,11.0
2023-05-04T20:27:30-05:00,11.0,13.0,10.0,9.0,10.0,33.0,8.0,12.0,10.0,4.0,3.0,8.0,10.0,12.0,7.0,6.0,14.0
2023-05-04T20:28:00-05:00,11.0,13.0,10.0,9.0,10.0,35.0,,13.0,11.0,4.0,3.0,8.0,10.0,10.0,10.0,7.0,12.0
2023-05-04T20:28:30-05:00,11.0,12.0,10.0,10.0,11.0,35.0,6.0,13.0,10.0,4.0,3.0,7.0,9.0,12.0,10.0,6.0,
2023-05-04T20:29:00-05:00,11.0,14.0,10.0,9.0,11.0,34.0,7.0,12.0,10.0,3.0,3.0,8.0,9.0,11.0,8.0,8.0,12.0
2023-05-04T20:29:30-05:00,11.0,13.0,10.0,10.0,10.0,31.0,6.0,14.0,10.0,3.0,3.0,8.0,10.0,11.0,9.0,5.0,
2023-05-04T20:30:00-05:00,11.0,13.0,10.0,8.0,10.0,31.0,7.0,14.0,9.0,3.0,3.0,7.0,8.0,10.0,9.0,5.0,11.0
2023-05-04T20:30:30-05:00,11.0,13.0,10.0,8.0,10.0,30.0,7.0,14.0,10.0,3.0,3.0,8.0,9.0,11.0,11.0,6.0,11.0
2023-05-04T20:31:00-05:00,11.0,13.0,10.0,9.0,10.0,32.0,,16.0,10.0,3.0,3.0,7.0,9.0,10.0,10.0,6.0,9.0
2023-05-04T20:31:30-05:00,11.0,13.0,10.0,8.0,10.0,29.0,7.0,16.0,11.0,4.0,3.0,7.0,9.0,10.0,9.0,5.0,
2023-05-04T20:32:00-05:00,11.0,13.0,11.0,9.0,11.0,29.0,7.0,15.0,11.0,4.0,3.0,8.0,9.0,11.0,8.0,6.0,8.0
2023-05-04T20:32:30-05:00,11.0,13.0,10.0,9.0,10.0,30.0,6.0,14.0,11.0,4.0,4.0,7.0,9.0,12.0,8.0,6.0,
2023-05-04T20:33:00-05:00,11.0,12.0,10.0,9.0,11.0,29.0,6.0,14.0,12.0,4.0,4.0,8.0,10.0,10.0,8.0,6.0,8.0
2023-05-04T20:33:30-05:00,11.0,13.0,10.0,9.0,10.0,28.0,7.0,15.0,11.0,4.0,4.0,9.0,10.0,11.0,8.0,6.0,8.0
2023-05-04T20:34:00-05:00,11.0,13.0,10.0,9.0,11.0,26.0,,13.0,11.0,4.0,3.0,9.0,9.0,11.0,11.0,6.0,8.0
2023-05-04T20:34:30-05:00,11.0,12.0,10.0,9.0,10.0,25.0,7.0,14.0,11.0,4.0,4.0,8.0,9.0,10.0,8.0,6.0,8.0
2023-05-04T20:35:00-05:00,11.0,12.0,12.0,8.0,10.0,25.0,6.0,14.0,12.0,4.0,3.0,9.0,9.0,10.0,10.0,6.0,8.0
2023-05-04T20:35:30-05:00,11.0,11.0,11.0,9.0,10.0,25.0,6.0,14.0,11.0,4.0,4.0,9.0,9.0,12.0,9.0,6.0,7.0
2023-05-04T20:36:00-05:00,11.0,11.0,10.0,9.0,10.0,24.0,6.0,14.0,10.0,4.0,3.0,9.0,9.0,12.0,10.0,7.0,
2023-05-04T20:36:30-05:00,11.0,11.0,10.0,9.0,10.0,26.0,,14.0,10.0,4.0,4.0,9.0,9.0,11.0,9.0,7.0,7.0
2023-05-04T20:37:00-05:00,11.0,12.0,11.0,9.0,10.0,25.0,6.0,15.0,11.0,4.0,5.0,7.0,10.0,12.0,9.0,8.0,7.0
2023-05-04T20:37:30-05:00,11.0,11.0,10.0,9.0,10.0,25.0,6.0,14.0,11.0,4.0,5.0,7.0,9.0,12.0,9.0,13.0,7.0
2023-05-04T20:38:00-05:00,11.0,13.0,10.0,10.0,11.0,28.0,7.0,15.0,13.0,4.0,4.0,7.0,9.0,11.0,9.0,11.0,7.0
2023-05-04T20:38:30-05:00,11.0,11.0,10.0,9.0,11.0,27.0,,15.0,12.0,4.0,4.0,7.0,9.0,11.0,10.0,15.0,7.0
2023-05-04T20:39:00-05:00,11.0,13.0,10.0,9.0,11.0,31.0,6.0,15.0,11.0,4.0,4.0,8.0,9.0,11.0,8.0,11.0,6.0
2023-05-04T20:39:30-05:00,11.0,14.0,11.0,9.0,11.0,29.0,6.0,15.0,11.0,4.0,4.0,8.0,9.0,11.0,9.0,9.0,7.0
2023-05-04T20:40:00-05:00,11.0,14.0,9.0,8.0,10.0,27.0,6.0,16.0,10.0,4.0,4.0,6.0,9.0,11.0,9.0,7.0,6.0
2023-05-04T20:40:30-05:00,11.0,14.0,10.0,9.0,10.0,26.0,,16.0,10.0,4.0,4.0,6.0,9.0,11.0,11.0,15.0,
2023-05-04T20:41:00-05:00,11.0,14.0,10.0,9.0,10.0,25.0,7.0,16.0,11.0,4.0,4.0,6.0,9.0,14.0,11.0,10.0,
2023-05-04T20:41:30-05:00,11.0,15.0,11.0,10.0,10.0,24.0,7.0,14.0,11.0,4.0,4.0,7.0,10.0,13.0,9.0,7.0,
2023-05-04T20:42:00-05:00,11.0,15.0,,10.0,10.0,23.0,6.0,15.0,10.0,4.0,4.0,7.0,9.0,13.0,10.0,7.0,7.0
